,picker_host,wms_sku_id,sku_name,sku_weight_g,sku_dimensions_mm,task_success,pick_success,place_success,task_total,pick_total,place_total
1943,ropi02,1807191,Sanytol Dezinfekční univerzální čistič utěrky s 94 % rostlinného původu,183.0,"[120, 230, 30]",21,19.0,19.0,23,22,19
1944,ropi02,1807227,Pet Farm Family BIO Poctivý vývar pro psy a kočky kuřecí,320.0,"[83, 75, 75]",6,6.0,6.0,6,6,6
1945,ropi02,1807245,Pet Farm Family BIO Poctivý vývar pro psy a kočky kachní,320.0,"[83, 75, 75]",1,1.0,1.0,1,1,1
1946,ropi02,1807251,Pet Farm Family BIO Poctivý vývar pro psy a kočky hovězí,320.0,"[83, 75, 75]",1,1.0,1.0,1,1,1
1947,ropi02,1807257,Pet Farm Family Poctivý vývar pro psy a kočky MSC losos,320.0,"[83, 75, 75]",1,1.0,1.0,1,1,1
1948,ropi02,1807317,Kit Lil Solid 2.0 Stone Grey OPK 1,392.0,"[140, 175, 40]",1,1.0,1.0,1,1,1
1949,ropi02,1807323,Kit Lil Solid 2.0 Cosmic Blue OPK 1,392.0,"[140, 175, 40]",3,3.0,3.0,3,3,3
1950,ropi02,1807329,Kit Iqos Veev Marine Blue OPK 1,81.0,"[40, 150, 85]",1,1.0,1.0,1,1,1
1951,ropi02,1807353,Konzerva s divokým lososem pro kočky,131.0,"[35, 75, 75]",4,4.0,4.0,4,4,4
1952,ropi02,1807545,Pokémon TCG: SWSH12 Silver Tempest – Booster,32.0,"[120, 65, 3]",9,8.0,7.0,14,10,7
1953,ropi02,1807551,Pokémon TCG: SWSH12 Silver Tempest – Blister booster,32.0,"[180, 100, 2]",18,15.0,15.0,24,18,15
1954,ropi02,1807557,Pokémon TCG: SWSH12 Silver Tempest – Premium checklane blister,39.0,"[180, 100, 2]",8,6.0,6.0,8,8,6
1955,ropi02,1807623,Usui Konjakové fetuccine v nálevu,289.0,"[180, 115, 50]",9,9.0,9.0,9,9,9
1956,ropi02,1807635,Usui Konjakové špagety v nálevu,289.0,"[180, 115, 50]",3,3.0,3.0,3,3,3
1957,ropi02,1807641,Usui Konjaková rýže v nálevu,289.0,"[180, 115, 50]",3,3.0,3.0,3,3,3
1958,ropi02,1807809,Schär Bezlepkové sušenky,121.0,"[198, 43, 67]",4,4.0,4.0,4,4,4
1959,ropi02,1807821,Schär Bezlepkový pizza korpus,434.0,"[260, 36, 260]",12,12.0,12.0,12,12,12
1960,ropi02,1807827,Schär Bezlepková brownies směs na pečení,377.0,"[194, 48, 144]",10,10.0,10.0,10,10,10
1961,ropi02,1807833,Schär Bezlepkový citrónový koláč,271.0,"[100, 70, 190]",14,15.0,14.0,15,15,15
1962,ropi02,1807839,Usui Konjakové vlasové nudle v nálevu,289.0,"[180, 115, 50]",7,7.0,7.0,7,7,7
1963,ropi02,1807845,Schär Bezlepková bábovka Marmorkuchen,271.0,"[100, 70, 190]",20,19.0,16.0,24,24,19
1964,ropi02,1807917,Lindt LINDOR pralinky kokos,256.0,"[157, 111, 67]",34,22.0,22.0,34,34,22
1965,ropi02,1808289,Basilur Evening of Noel Chapter IV. Sypaný čaj,100.0,"[126, 105, 71]",2,2.0,2.0,2,2,2
1966,ropi02,1808355,Cafédirect Machu Picchu SCA 82 zrnková káva bez kofeinu,237.0,"[190, 111, 83]",7,7.0,7.0,7,7,7
1967,ropi02,1808853,Bohemia PopChips zakysaná smetana s cibulkou,69.0,"[250, 170, 60]",7,7.0,7.0,7,7,7
1968,ropi02,1808859,Bohemia PopChips paprika,69.0,"[250, 170, 60]",3,3.0,3.0,3,3,3
1969,ropi02,1809189,neo™ Purple Splash,19.0,"[80, 46, 19]",14,14.0,14.0,14,14,14
1970,ropi02,1809195,neo™ Beryl Splash,19.0,"[80, 46, 19]",8,7.0,7.0,8,8,7
1971,ropi02,1809201,VUSE ePod Crisp Watermelon,32.0,"[115, 65, 15]",3,3.0,3.0,3,3,3
1972,ropi02,1809213,glo™ HYPER X2 Black,25.0,"[110, 85, 40]",2,2.0,2.0,2,2,2
1973,ropi02,1809219,glo™ HYPER X2 Blue,25.0,"[110, 85, 40]",2,2.0,2.0,2,2,2
1974,ropi02,1809225,glo™ HYPER X2 WhiteGold,25.0,"[110, 85, 40]",5,5.0,5.0,5,5,5
1975,ropi02,1809231,glo™ HYPER X2 BlackRed,25.0,"[110, 85, 40]",2,2.0,2.0,2,2,2
1976,ropi02,1809399,"Babybio BIO Ravioli s dýňovou nádivkou, rajčatovým pyré a žampiony",195.0,"[139, 126, 60]",3,3.0,3.0,3,3,3
1977,ropi02,1809405,"Babybio BIO Ravioli s ementálem, pyré ze sladkých brambor a francouzským kozím sýrem",195.0,"[139, 126, 60]",3,3.0,3.0,3,3,3
1978,ropi02,1809795,Fiit Regular Deep S50 PRI 20 SLI,30.0,"[74, 48, 15]",19,18.0,18.0,19,19,18
1979,ropi02,1809801,Fiit Regular S50 PRI 20 SLI,30.0,"[74, 48, 15]",24,19.0,19.0,25,25,19
1980,ropi02,1809807,Fiit Marine MNT S50 PRI 20 SLI,30.0,"[74, 48, 15]",13,10.0,10.0,13,13,10
1981,ropi02,1809813,Fiit Island MNT S50 PRI 20 SLI,30.0,"[74, 48, 15]",7,8.0,7.0,8,8,7
1982,ropi02,1809819,Fiit Spring MNT S50 PRI 20 SLI,30.0,"[74, 48, 15]",25,23.0,23.0,25,25,23
1983,ropi02,1809825,Fiit Roxo MNT S50 PRI 20 SLI,30.0,"[74, 48, 15]",25,17.0,17.0,26,26,17
1984,ropi02,1809837,"Iqos Veev Classic Blond 1,6 %",35.0,"[90, 57, 22]",7,6.0,6.0,7,7,6
1985,ropi02,1809843,"Veev Classic Mint 1,6 %",35.0,"[90, 57, 22]",6,6.0,6.0,6,6,6
1986,ropi02,1809849,"Veev Green mix 1,6 %",35.0,"[90, 57, 22]",1,1.0,1.0,1,1,1
1987,ropi02,1809855,"Veev Sunglow mix 1,6 %",35.0,"[90, 57, 22]",3,3.0,3.0,3,3,3
1988,ropi02,1809861,"Veev Red mix 1,6 %",35.0,"[90, 57, 22]",7,4.0,4.0,7,7,4
1989,ropi02,1809873,"Veev Velvet Valley 1,6 %",35.0,"[90, 57, 22]",6,6.0,6.0,6,6,6
1990,ropi02,1809879,"Veev Island Cascade 1,6 %",35.0,"[90, 57, 22]",3,2.0,2.0,6,6,2
1991,ropi02,1810059,Benlian Rýžový snack s čokoládovou polevou bez lepku,70.0,"[107, 65, 150]",17,9.0,9.0,17,17,9
1992,ropi02,1810065,Benlian Rýžový snack s čokoládovou polevou a jahodovou příchutí bez lepku,70.0,"[107, 65, 150]",7,5.0,5.0,7,7,5
1993,ropi02,1810071,Benlian Rýžový snack s čokoládovou polevou bez lepku,70.0,"[107, 65, 150]",3,2.0,2.0,3,3,2
1994,ropi02,1810095,Benlian Kukuřičný snack s mořskou solí bez lepku,50.0,"[190, 60, 105]",5,5.0,5.0,5,5,5
1995,ropi02,1810101,Benlian Rýžový chléb sezam a sůl bez lepku,100.0,"[160, 90, 90]",17,16.0,16.0,17,17,16
1996,ropi02,1810125,Benlian Rýžový chlebíček slim lněné semínko a slunečnice bez lepku,100.0,"[150, 75, 75]",4,2.0,2.0,4,4,2
1997,ropi02,1810131,Benlian Kukuřičný chlebíček slim mix semen bez lepku,100.0,"[150, 75, 75]",9,7.0,7.0,9,9,7
1998,ropi02,1810137,Benlian Kukuřičný chlebíček slim mix obilnin bez lepku,100.0,"[150, 75, 75]",7,6.0,6.0,7,7,6
1999,ropi02,1810143,Benlian Kukuřičný chlebíček slim klasik bez lepku,100.0,"[150, 75, 75]",3,1.0,1.0,3,3,1
2000,ropi02,1810173,Veganz Kyselý mix bonbóny,102.0,"[120, 118, 35]",1,1.0,1.0,1,1,1
2001,ropi02,1810179,Veganz Broskvová gumová srdíčka bonbóny,102.0,"[120, 118, 35]",8,6.0,6.0,8,8,6
2002,ropi02,1810185,Veganz Gumoví medvídci bonbóny,102.0,"[120, 118, 35]",1,0.0,,1,1,0
2003,ropi02,1819077,Herbadent Original EKO zubní kartáček jemná vlákna,200.0,"[230, 70, 20]",1,1.0,1.0,1,1,1
2004,ropi02,1819227,Dexi Crispy pillows s čokoládovou příchutí,153.0,"[230, 150, 20]",2,2.0,2.0,3,3,2
2005,ropi02,1819245,Dexi Crispy flakes Křehké lupínky se skořicí,82.0,"[210, 150, 40]",6,7.0,6.0,7,7,7
2006,ropi02,1819287,Marlboro Touch 3.5 KS – Doprodej,30.0,"[95, 58, 23]",54,48.0,48.0,54,54,48
2007,ropi02,1819827,Edeka Čisitící tablety do WC,441.0,"[190, 95, 50]",10,10.0,10.0,10,10,10
2008,ropi02,1819833,Timba by Benny Cristo Fantastic Jerky sweet chilli chipotle,47.0,"[180, 110, 20]",1,1.0,1.0,1,1,1
2009,ropi02,1819839,Timba by Benny Cristo Fantastic Jerky s příchutí slaniny,47.0,"[180, 110, 20]",9,7.0,7.0,9,9,7
2010,ropi02,1819845,Timba by Benny Cristo Fantastic Jerky bbq habanero,47.0,"[180, 110, 20]",2,2.0,2.0,2,2,2
2011,ropi02,1819851,Timba by Benny Cristo Fantastic Jerky pepř s mořskou solí,47.0,"[180, 110, 20]",7,7.0,7.0,7,7,7
2012,ropi02,1819857,Timba by Benny Cristo Fantastic Jerky himalájská sůl,47.0,"[180, 110, 20]",3,3.0,3.0,3,3,3
2013,ropi02,1819863,Timba by Benny Cristo Fantastic jerky bbq bird eye,47.0,"[180, 110, 20]",6,6.0,6.0,6,6,6
2014,ropi02,1819947,Chesterfield Red 70 – Doprodej,30.0,"[89, 55, 38]",23,15.0,15.0,25,25,15
2015,ropi02,1820025,Dos Mundos Nikaragua Los Nubarrones,273.0,"[200, 140, 70]",4,4.0,4.0,4,4,4
2016,ropi02,1820031,BeBerry Coffee Etiopie Idido,265.0,"[95, 125, 70]",1,1.0,1.0,1,1,1
2017,ropi02,1820055,Fiftybeans Kolumbie Nemecio Borda,217.0,"[107, 130, 68]",5,5.0,5.0,5,5,5
2018,ropi02,1820151,Marlboro Touch Core BOT SLI – Doprodej,30.0,"[100, 63, 13]",19,12.0,12.0,25,25,12
2019,ropi02,1820211,Propesko Mistr Křupavé polštářky s kuřecím,66.0,"[175, 104, 40]",4,4.0,4.0,4,4,4
2020,ropi02,1820217,Propesko Mistr Měkké hovězí kostičky,98.0,"[200, 130, 35]",4,4.0,4.0,4,4,4
2021,ropi02,1820223,Propesko Mistr Měkké kachní kostičky,98.0,"[200, 130, 35]",15,15.0,15.0,15,15,15
2022,ropi02,1820229,Propesko Mistr Křupavé kousky s kuřecím,68.0,"[200, 130, 35]",3,3.0,3.0,3,3,3
2023,ropi02,1820421,IQOS Iluma One Pebble Beige,414.0,"[151, 86, 71]",4,4.0,4.0,4,4,4
2024,ropi02,1820427,IQOS Iluma One Pebble Grey,414.0,"[151, 86, 71]",3,3.0,3.0,3,3,3
2025,ropi02,1820433,IQOS Iluma Pebble Beige,414.0,"[151, 86, 71]",1,1.0,1.0,1,1,1
2026,ropi02,1820439,IQOS Iluma Pebble Grey,414.0,"[151, 86, 71]",2,2.0,2.0,2,2,2
2027,ropi02,1820445,IQOS Iluma Moss Green,414.0,"[151, 86, 71]",5,5.0,5.0,5,5,5
2028,ropi02,1820451,HEETS Sienna Caps,18.0,"[122, 94, 118]",46,39.0,39.0,47,47,39
2029,ropi02,1820457,HEETS Ruby Fuse,22.0,"[48, 74, 15]",43,37.0,37.0,46,46,37
2030,ropi02,1820463,HEETS Amelia Pearl,44.0,"[48, 74, 15]",30,25.0,25.0,31,30,25
2031,ropi02,1820469,TEREA Willow,22.0,"[48, 74, 15]",84,58.0,58.0,88,88,58
2032,ropi02,1820475,TEREA Mauwe Wave,22.0,"[48, 74, 15]",86,59.0,59.0,90,89,59
2033,ropi02,1820481,TEREA Blue,22.0,"[48, 74, 15]",78,57.0,57.0,81,81,57
2034,ropi02,1820487,TEREA Yellow,22.0,"[48, 74, 15]",73,49.0,49.0,84,83,49
2035,ropi02,1820493,TEREA Sienna,22.0,"[48, 74, 15]",81,53.0,53.0,91,91,53
2036,ropi02,1820499,TEREA Turquoise,22.0,"[48, 74, 15]",117,72.0,72.0,129,128,72
2037,ropi02,1820505,TEREA Russet,22.0,"[48, 74, 15]",44,33.0,33.0,47,47,33
2038,ropi02,1820511,TEREA Bronze,22.0,"[48, 74, 15]",47,40.0,40.0,52,52,40
2039,ropi02,1820517,TEREA Amber,22.0,"[48, 74, 15]",113,82.0,82.0,124,123,82
2040,ropi02,1821201,IDS Galettes z Bretaně,125.0,"[125, 216, 28]",1,1.0,1.0,1,1,1
2041,ropi02,1821231,IDS Sables jablečné sušenky,193.0,"[74, 39, 236]",5,5.0,5.0,5,5,5
2042,ropi02,1821255,IDS Pastilky mátové z Vichy,244.0,"[170, 138, 10]",1,1.0,1.0,1,1,1
2043,ropi02,1822533,Mamacoffee BIO Nicaragua Coomcafe Women's Project Zrnková káva,260.0,"[110, 84, 75]",3,3.0,3.0,3,3,3
2044,ropi02,1822845,Primeros Finger Vibe vibrační náprstek,17.0,"[125, 95, 19]",2,2.0,2.0,2,2,2
2045,ropi02,1822851,Primeros Tingly Vibe sací vibrátor,170.0,"[66, 83, 85]",3,3.0,3.0,3,3,3
2046,ropi02,1822857,Primeros Performax kondomy pro dlouhotrvající vzrušení,52.0,"[127, 73, 36]",7,4.0,4.0,7,7,4
2047,ropi02,1823589,Emco Ovesná kaše neporcovaná natural,470.0,"[170, 122, 75]",3,4.0,4.0,4,4,4
2048,ropi02,1827309,Minutka Čaj s příchutí ovoce ze zahrádky,55.0,"[70, 125, 45]",4,4.0,4.0,4,4,4
2049,ropi02,1827315,Minutka Zelený čaj malina a jahody,46.0,"[70, 125, 70]",4,4.0,4.0,4,4,4
2050,ropi02,1827321,Minutka Earl Grey,74.0,"[70, 125, 70]",5,5.0,5.0,5,5,5
2051,ropi02,1827333,Land-Leben Dětský smažený hrášek Bakkis do polévky,110.0,"[165, 75, 50]",2,2.0,2.0,2,2,2
2052,ropi02,1827339,Land-Leben Krutony česnek do polévky,85.0,"[165, 75, 50]",17,18.0,17.0,18,18,18
2053,ropi02,1827369,Rothmans Premium Silver – Doprodej,30.0,"[89, 27, 35]",19,14.0,14.0,23,23,14
2054,ropi02,1827579,Labeta Jíška světlá bez lepku,282.0,"[195, 145, 30]",3,3.0,3.0,3,3,3
2055,ropi02,1828389,"Pumpkin Organics BIO Kukuřičné tyčinky s dýní, rajčaty a špenátem",21.0,"[175, 160, 40]",2,2.0,2.0,2,2,2
2056,ropi02,1828395,Pumpkin Organics BIO Čočkové křupky se sýrem cheddar a pažitkou,21.0,"[175, 160, 40]",16,12.0,12.0,16,16,12
2057,ropi02,1828401,Biogena Majestic Zázvor a mandarinka,90.0,"[135, 78, 67]",7,6.0,6.0,7,7,6
2058,ropi02,1828413,Biogena Majestic Malina a camu camu,90.0,"[79, 135, 68]",5,5.0,5.0,5,5,5
2059,ropi02,1828425,Loyd pyramida Zelený s pomerančem a mandarinkou,55.0,"[110, 110, 65]",1,1.0,1.0,1,1,1
2060,ropi02,1828449,Loyd pyramida Maliny a citron,65.0,"[110, 110, 65]",1,1.0,1.0,1,1,1
2061,ropi02,1828461,Loyd pyramida Krk a mandle,65.0,"[110, 110, 65]",1,1.0,1.0,1,1,1
2062,ropi02,1828725,NAKD Cocoa Delight Ovocno-oříškové RAW tyčinky s kakaem 4×35 g,158.0,"[142, 130, 250]",17,17.0,17.0,17,17,17
2063,ropi02,1828959,Bohemia Zlehka s příchuťí karamelizované cibulky,136.0,"[300, 195, 65]",1,4.0,2.0,4,4,4
2064,ropi02,1829097,Cuorenero Donuty s kakaovou polevou bezlepkové,190.0,"[240, 80, 37]",1,1.0,1.0,1,1,1
2065,ropi02,1829121,Yutto Vlašské ořechy jádra,207.0,"[200, 150, 50]",5,5.0,5.0,5,5,5
2066,ropi02,1829127,Yutto Kalifornské mandle natural,207.0,"[200, 150, 50]",6,6.0,6.0,6,6,6
2067,ropi02,1829133,Yutto Para ořechy,207.0,"[200, 150, 50]",3,3.0,3.0,3,3,3
2068,ropi02,1829139,Yutto Pekanové ořechy,207.0,"[200, 150, 50]",7,7.0,7.0,7,7,7
2069,ropi02,1829145,Yutto Královský mix – směs skořápkových plodů,207.0,"[200, 150, 50]",6,6.0,6.0,6,6,6
2070,ropi02,1829151,Yutto Královnin mix – směs skořápkových plodů,207.0,"[200, 150, 50]",5,5.0,5.0,5,5,5
2071,ropi02,1829157,Yutto Směs skořápkových plodů a rozinek,207.0,"[200, 150, 50]",4,3.0,3.0,4,4,3
2072,ropi02,1829163,Yutto Směs slazeného sušeného ovoce a skořápkových plodů,207.0,"[200, 150, 50]",5,5.0,5.0,5,5,5
2073,ropi02,1829349,Pändy Candy Watermelon gumové bonbóny,52.0,"[150, 115, 15]",1,1.0,1.0,1,1,1
2074,ropi02,1829355,Pändy Flaming Hot čočkové chipsy,52.0,"[240, 177, 15]",6,6.0,6.0,6,6,6
2075,ropi02,1829361,Pändy Spring Onion čočkové chipsy,52.0,"[240, 177, 15]",9,7.0,7.0,9,9,7
2076,ropi02,1829367,HealthyCo Chocolate Buttons čokoládové bonbóny,42.0,"[125, 110, 15]",1,1.0,1.0,1,1,1
2077,ropi02,1829373,HealthyCo Chocolate Peanuts arašídové kuličky,42.0,"[125, 110, 15]",5,5.0,5.0,5,5,5
2078,ropi02,1829439,Bonavita Dobrá vláknina,383.0,"[270, 145, 65]",1,1.0,1.0,1,1,1
2079,ropi02,1829481,NOMINAL Bezlepková cereální kaše Nomina lahodná,339.0,"[190, 145, 45]",1,1.0,1.0,1,1,1
2080,ropi02,1829487,NOMINAL Bezlepková cereální kaše Nomina Nomík,339.0,"[190, 145, 45]",3,3.0,3.0,3,3,3
2081,ropi02,1829841,Labeta Perník bez lepku,500.0,"[195, 145, 45]",4,4.0,4.0,4,4,4
2082,ropi02,1830273,VUSE GO Creamy Tobacco,33.0,"[130, 34, 23]",1,0.0,,10,9,0
2083,ropi02,1830279,VUSE GO Berry Blend,33.0,"[130, 34, 23]",4,0.0,,14,13,0
2084,ropi02,1830285,VUSE GO Berry Watermelon,33.0,"[130, 34, 23]",1,1.0,1.0,9,9,1
2085,ropi02,1830291,VUSE GO Peppermint Ice,33.0,"[130, 34, 23]",2,0.0,,13,13,0
2086,ropi02,1830297,VUSE GO Blueberry Ice,33.0,"[130, 34, 23]",4,0.0,,22,21,0
2087,ropi02,1830303,VUSE GO Strawberry Ice,33.0,"[130, 34, 23]",1,0.0,,13,13,0
2088,ropi02,1830309,VUSE GO Grape Ice,33.0,"[130, 34, 23]",1,0.0,,13,13,0
2089,ropi02,1830315,VUSE GO Watermelon Ice,33.0,"[130, 34, 23]",0,0.0,,8,8,0
2090,ropi02,1830363,Melissa Fusilli,507.0,"[180, 116, 80]",2,2.0,2.0,2,2,2
2091,ropi02,1830369,Melissa Těstovinová rýže Orzo,505.0,"[155, 83, 53]",2,2.0,2.0,2,2,2
2092,ropi02,1830879,Pearl River Bridge krájený růžový zázvor,220.0,"[165, 135, 10]",10,5.0,5.0,11,11,5
2093,ropi02,1830939,"FruchtBar BIO Těstoviny srdíčka s mrkví, řepou a pšenicí",310.0,"[175, 85, 65]",12,12.0,12.0,12,12,12
2094,ropi02,1830969,"FruchtBar BIO Ovocná kapsička s banánem, pomerančem, mangem a kokosem",105.0,"[152, 76, 27]",7,6.0,6.0,7,7,6
2095,ropi02,1830999,FruchtBar BIO Ovesné sušenky s jablkem a dýňovými semínky,110.0,"[135, 95, 50]",7,7.0,7.0,7,7,7
2096,ropi02,1831155,Vileda Extra Sensation rukavice M,58.0,"[265, 150, 7]",6,4.0,4.0,8,8,4
2097,ropi02,1831161,Vileda Extra Sensation rukavice L,64.0,"[265, 150, 7]",2,3.0,3.0,4,4,3
2098,ropi02,1831185,Durex Perfect Gliss,73.0,"[124, 63, 37]",5,5.0,5.0,5,5,5
2099,ropi02,1831707,Camel Yellow Shorts,30.0,"[58, 95, 23]",22,15.0,15.0,23,23,15
2100,ropi02,1831713,Camel Yellow KS,30.0,"[89, 55, 27]",18,12.0,12.0,25,25,12
2101,ropi02,1831719,L&M Violet Link 100´s SSL,30.0,"[100, 93, 27]",35,36.0,36.0,36,36,36
2102,ropi02,1831923,Fruitfunk Happybag jahodové plátky Jednorožec,17.0,"[120, 80, 10]",3,3.0,3.0,6,3,3
2103,ropi02,1832091,Lagris Směs luštěninová racio,503.0,"[135, 80, 60]",3,3.0,3.0,3,3,3
2104,ropi02,1832103,Lagris Směs luštěninová tradiční,503.0,"[135, 80, 60]",21,21.0,21.0,21,21,21
2105,ropi02,1832109,Lagris Rýže parboiled varné sáčky,438.0,"[170, 125, 46]",12,12.0,12.0,12,12,12
2106,ropi02,1832115,Lagris Rýže loupaná varné sáčky,438.0,"[170, 125, 46]",6,6.0,6.0,6,6,6
2107,ropi02,1832931,Camel Blue,30.0,"[103, 97, 20]",21,21.0,21.0,21,21,21
2108,ropi02,1833711,Semix Vícezrnná chia kaše brusinka,67.0,"[135, 105, 18]",1,1.0,1.0,1,1,1
2109,ropi02,1833879,Lucky Strike Red,30.0,"[88, 55, 23]",11,11.0,11.0,11,11,11
2110,ropi02,1833885,Rothmans Longs Blue,30.0,"[103, 97, 30]",4,4.0,4.0,4,4,4
2111,ropi02,1834017,VELO Mini Polar Mint,38.0,"[85, 20, 85]",4,4.0,4.0,4,4,4
2112,ropi02,1834023,VELO Royal Purple,38.0,"[85, 20, 85]",1,1.0,1.0,1,1,1
2113,ropi02,1834029,VUSE ePod náplně Golden Tobacco (18mg),32.0,"[115, 65, 15]",1,1.0,1.0,1,1,1
2114,ropi02,1834035,VUSE ePod náplně Classic Strawberry (12mg),32.0,"[115, 65, 15]",3,3.0,3.0,3,3,3
2115,ropi02,1834209,Lay's Chipsy oven baked jogurt a bylinky,64.0,"[200, 160, 50]",1,1.0,1.0,1,1,1
2116,ropi02,1834215,Lay's Chipsy oven baked solené,64.0,"[200, 160, 50]",3,3.0,3.0,3,3,3
2117,ropi02,1834455,VUSE GO Mango Ice,33.0,"[130, 34, 23]",1,0.0,,4,4,0
2118,ropi02,1834557,Marlboro Crafted Red 100,29.0,"[102, 55, 22]",1,0.0,,3,3,0
2119,ropi02,1834587,Marlboro Crafted Red KS,25.0,"[88, 55, 22]",4,2.0,2.0,4,4,2
2120,ropi02,1834599,Marlboro Crafted Gold 100,29.0,"[102, 55, 22]",5,0.0,,5,5,0
2121,ropi02,1834605,Marlboro Crafted Gold KS,25.0,"[88, 55, 22]",15,12.0,12.0,17,17,12
2122,ropi02,1834611,Camel White 83mm,30.0,"[86, 53, 22]",6,3.0,3.0,7,7,3
2123,ropi02,1834617,Rothmans of London KS Red,25.0,"[86, 56, 23]",1,2.0,2.0,2,2,2
2124,ropi02,1834623,HB Classic KS,24.0,"[86, 56, 23]",3,3.0,3.0,3,3,3
2125,ropi02,1834629,Davidoff Classic,27.0,"[95, 57, 24]",6,6.0,6.0,6,6,6
2126,ropi02,1834635,Davidoff Gold,26.0,"[95, 58, 23]",4,4.0,4.0,4,4,4
2127,ropi02,1834641,HB Classic 100´s,30.0,"[103, 56, 23]",3,3.0,3.0,5,5,3
2128,ropi02,1834647,L&M Red Label,24.0,"[88, 55, 23]",4,3.0,3.0,4,4,3
2129,ropi02,1834653,Rothmans S-Line 40s Red,37.0,"[88, 70, 28]",0,0.0,,5,5,0
2130,ropi02,1834659,Rothmans S-Line 40s Blue,37.0,"[88, 70, 28]",10,3.0,3.0,15,15,3
2131,ropi02,1834665,Davidoff SL-Line Gold,20.0,"[100, 63, 13]",13,13.0,13.0,13,13,13
2132,ropi02,1834671,Marlboro Gold 3.5 Original KS,25.0,"[88, 55, 23]",11,8.0,8.0,14,14,8
2133,ropi02,1834677,Winston Classic Red 100,26.0,"[103, 56, 23]",14,12.0,12.0,16,16,12
2134,ropi02,1834683,Winston Compact Green Long,20.0,"[86, 53, 22]",5,4.0,4.0,6,6,4
2135,ropi02,1834689,P&S Black 100,22.0,"[73, 55, 23]",3,2.0,2.0,3,3,2
2136,ropi02,1834695,Rothmans Premium Silver,26.0,"[86, 56, 23]",1,0.0,,1,1,0
2137,ropi02,1834707,Rothmans Premium Blue,26.0,"[86, 56, 23]",2,2.0,2.0,2,2,2
2138,ropi02,1834713,Viceroy Classic Red,26.0,"[86, 56, 23]",2,2.0,2.0,2,2,2
2139,ropi02,1834719,Viceroy Classic Blue,26.0,"[86, 56, 23]",8,7.0,7.0,9,8,7
2140,ropi02,1834725,Lucky Strike SC Amber,21.0,"[85, 54, 20]",1,1.0,1.0,1,1,1
2141,ropi02,1834737,Winston Blue,22.0,"[88, 56, 23]",3,3.0,3.0,3,3,3
2142,ropi02,1834743,Rothmans of London KS Blue,25.0,"[86, 56, 23]",4,4.0,4.0,4,4,4
2143,ropi02,1834755,Rothmans of London Red 100´s,29.0,"[103, 56, 23]",1,1.0,1.0,1,1,1
2144,ropi02,1834761,Rothmans of London Blue 100´s,29.0,"[103, 56, 23]",5,5.0,5.0,5,5,5
2145,ropi02,1834767,Davidoff Reshape White,21.0,"[87, 52, 22]",6,5.0,5.0,6,6,5
2146,ropi02,1834773,Davidoff Evolved Red,26.0,"[95, 58, 23]",4,4.0,4.0,4,4,4
2147,ropi02,1834779,Davidoff Evolved Blue,26.0,"[95, 58, 23]",4,3.0,3.0,4,4,3
2148,ropi02,1834785,P&S Black,23.0,"[87, 56, 23]",3,2.0,2.0,3,3,2
2149,ropi02,1834797,Rothmans of London DEMI Blue,20.0,"[86, 48, 20]",11,9.0,9.0,11,11,9
2150,ropi02,1834803,Rothmans Demi Ultramarine,20.0,"[86, 48, 20]",13,10.0,10.0,14,14,10
2151,ropi02,1835145,Marlboro KS Box Red FWD,25.0,"[88, 55, 23]",5,6.0,6.0,6,6,6
2152,ropi02,1835163,Chesterfield Red (Crown) KS,25.0,"[88, 55, 23]",2,2.0,2.0,2,2,2
2153,ropi02,1835175,Chesterfield Blue (Crown) KS,25.0,"[88, 55, 23]",7,7.0,7.0,7,7,7
2154,ropi02,1835193,Chesterfield Red 70 Box,21.0,"[75, 55, 22]",1,1.0,1.0,1,1,1
2155,ropi02,1835205,Marlboro Red FWD 70 RS Box,21.0,"[75, 55, 22]",7,5.0,5.0,7,7,5
2156,ropi02,1835211,L&M Blue Label,24.0,"[88, 55, 23]",11,8.0,8.0,11,11,8
2157,ropi02,1835217,Vogue La Cigarette Lilas,18.0,"[102, 56, 13]",16,14.0,14.0,17,17,14
2158,ropi02,1835223,Chesterfield Red (CROWN) 100,29.0,"[102, 55, 23]",7,5.0,5.0,7,7,5
2159,ropi02,1835241,Marlboro Touch Core BOT SLI,22.0,"[85, 53, 22]",5,3.0,3.0,5,5,3
2160,ropi02,1835247,Marlboro Touch 3.5 KS,22.0,"[85, 53, 22]",7,7.0,7.0,7,7,7
2161,ropi02,1835253,L&M LOFT Aqua BOT SLI,21.0,"[86, 50, 20]",2,1.0,1.0,4,4,1
2162,ropi02,1835259,L&M Forward KS,24.0,"[88, 55, 23]",3,3.0,3.0,3,3,3
2163,ropi02,1835265,Petra Klasik Červená KS,24.0,"[88, 55, 23]",2,2.0,2.0,2,2,2
2164,ropi02,1835271,Petra Klasik Modrá KS,24.0,"[88, 55, 23]",2,2.0,2.0,2,2,2
2165,ropi02,1835277,Chesterfield Red (CROWN) 25´s,32.0,"[87, 65, 30]",4,1.0,1.0,5,5,1
2166,ropi02,1835283,Chesterfield Blue (CROWN) 25´s,32.0,"[87, 65, 30]",5,4.0,4.0,5,5,4
2167,ropi02,1835289,Lucky Strike Amber,30.0,"[88, 55, 23]",2,2.0,2.0,2,2,2
